http,https,socks4,socks5
"",,185.190.90.2:4145,
"",,185.196.176.77:4145,
"",,185.200.38.53:10820,
"",,185.201.50.50:9999,
"",,185.203.169.221:1080,
"",,185.203.169.223:1080,
"",,185.206.80.208:10801,
"",,185.206.80.227:10801,
"",,185.207.205.134:8001,
"",,185.208.188.193:50318,
"",,185.208.191.110:1088,
"",,185.213.156.226:51971,
"",,185.216.18.138:44550,
"",,185.240.80.2:4153,
"",,185.244.30.43:24301,
"",,185.245.38.200:4145,
"",,185.247.226.94:16049,
"",,185.250.149.165:50000,
"",,185.252.41.212:5678,
"",,185.255.47.48:4145,
"",,186.0.200.11:4153,
"",,186.0.200.24:4153,
"",,186.1.7.13:4153,
"",,186.1.182.194:4153,
"",,186.1.206.158:1080,
"",,186.10.10.138:5678,
"",,186.10.127.170:4153,
"",,186.10.239.2:5678,
"",,186.22.7.159:4153,
"",,186.47.81.50:8888,
"",,186.47.232.243:5678,
"",,186.75.25.78:4153,
"",,186.86.137.96:5678,
"",,186.87.179.54:5678,
"",,186.97.172.178:5678,
"",,186.97.233.58:5678,
"",,186.97.238.11:4153,
"",,186.115.218.174:6789,
"",,186.137.12.51:4145,
"",,186.147.223.244:1080,
"",,186.147.254.122:5678,
"",,186.148.189.235:4145,
"",,186.157.240.69:5678,
"",,186.159.3.43:51445,
"",,186.159.3.193:45524,
"",,186.159.17.194:5678,
"",,186.159.115.154:4153,
"",,186.159.115.155:4153,
"",,186.167.20.242:5678,
"",,186.189.204.222:5678,
"",,186.190.228.83:4153,
"",,186.194.234.18:4153,
"",,186.201.31.189:4145,
"",,186.208.19.61:5678,
"",,186.208.65.114:4153,
"",,186.211.2.54:4145,
"",,186.211.8.1:35852,
"",,186.211.199.118:4145,
"",,186.219.34.210:4145,
"",,186.219.96.47:49923,
"",,186.219.96.193:52017,
"",,186.219.96.225:52017,
"",,186.224.225.26:42648,
"",,186.224.225.98:4145,
"",,186.225.36.122:5678,
"",,186.225.194.78:34110,
"",,186.225.255.2:4153,
"",,186.232.51.25:31337,
"",,186.233.59.88:4145,
"",,186.235.80.48:4145,
"",,186.235.184.194:4153,
"",,186.235.187.14:4153,
"",,186.248.87.172:5678,
"",,186.248.113.158:5678,
"",,186.249.190.97:5678,
"",,186.249.240.146:50733,
"",,186.251.252.9:31337,
"",,186.251.252.13:31337,
"",,186.251.255.25:31337,
"",,186.251.255.45:31337,
"",,186.251.255.57:31337,
"",,186.251.255.65:31337,
"",,186.251.255.93:31337,
"",,186.251.255.141:31337,
"",,186.251.255.221:31337,
"",,186.251.255.237:31337,
"",,186.251.255.245:31337,
"",,186.251.255.253:31337,
"",,187.1.188.158:42649,
"",,187.16.255.69:4153,
"",,187.19.127.178:4145,
"",,187.19.127.180:4153,
"",,187.19.127.246:8011,
"",,187.19.127.253:4153,
"",,187.19.150.221:80,
"",,187.32.20.249:5678,
"",,187.32.189.28:5678,
"",,187.37.121.236:4153,
"",,187.44.1.248:5678,
"",,187.44.146.2:32139,
"",,187.44.167.78:47074,
"",,187.49.207.65:4153,
"",,187.58.131.11:4145,
"",,187.63.120.70:4673,
"",,187.67.249.230:5678,
"",,187.72.110.84:4153,
"",,187.86.129.122:63253,
"",,187.86.129.132:63253,
"",,187.86.153.254:30660,
"",,187.87.198.250:3629,
"",,187.94.16.59:39665,
"",,187.94.211.60:8080,
"",,187.95.34.16:4145,
"",,187.95.82.9:3629,
"",,187.95.82.45:3629,
"",,187.95.82.53:3629,
"",,187.95.136.10:5678,
"",,187.95.136.14:5678,
"",,187.95.136.46:5678,
"",,187.95.136.74:5678,
"",,187.102.16.66:51327,
"",,187.102.26.79:35618,
"",,187.102.67.230:4145,
"",,187.111.160.8:42579,
"",,187.111.160.10:4153,
"",,187.111.160.23:4153,
"",,187.115.3.186:5678,
"",,187.122.13.70:5678,
"",,187.122.105.181:4153,
"",,187.122.248.194:5678,
"",,187.130.139.197:37812,
"",,187.141.129.86:4153,
"",,187.157.30.202:4153,
"",,187.157.177.18:5678,
"",,187.177.30.154:4145,
"",,187.189.75.147:5678,
"",,187.189.81.144:4153,
"",,187.190.237.8:39835,
"",,187.190.237.103:39835,
"",,187.210.136.88:4153,
"",,187.252.154.90:4153,
"",,188.18.10.140:5678,
"",,188.26.5.254:4145,
"",,188.64.113.104:1080,
"",,188.68.52.220:9050,
"",,188.72.6.98:37083,
"",,188.75.186.152:4145,
"",,188.93.64.242:4153,
"",,188.95.20.138:5678,
"",,188.95.20.139:5678,
"",,188.124.12.43:3629,
"",,188.126.45.161:4153,
"",,188.133.160.22:4145,
"",,188.134.1.49:3629,
"",,188.134.9.40:1080,
"",,188.138.139.216:4145,
"",,188.138.179.13:4153,
"",,188.143.235.130:7777,
"",,188.163.170.130:35578,
"",,188.165.254.122:9420,
"",,188.166.4.251:8118,
"",,188.170.220.151:4145,
"",,188.170.237.214:3629,
"",,188.173.80.140:5678,
"",,188.190.101.143:4145,
"",,188.226.7.249:5678,
"",,188.235.34.146:1080,
"",,188.237.60.27:1080,
"",,188.246.181.50:4145,
"",,188.246.239.42:5678,
"",,188.247.39.14:43032,
"",,188.251.218.144:4153,
"",,188.255.244.83:1080,
"",,188.255.251.207:5678,
"",,189.2.86.163:4153,
"",,189.2.127.244:4153,
"",,189.11.210.90:5678,
"",,189.16.7.2:4153,
"",,189.16.248.226:5678,
"",,189.17.105.130:4153,
"",,189.22.78.34:4153,
"",,189.51.19.248:5678,
"",,189.51.116.5:4145,
"",,189.90.63.122:4153,
"",,189.91.70.188:1080,
"",,189.91.85.133:31337,
"",,189.111.250.25:5678,
"",,189.113.73.33:5678,
"",,189.113.77.17:5678,
"",,189.121.227.139:5678,
"",,189.126.14.226:1080,
"",,189.195.157.30:5678,
"",,189.195.176.99:5678,
"",,189.201.187.3:4145,
"",,189.201.189.2:4145,
"",,189.201.191.17:4145,
"",,189.201.191.20:4145,
"",,189.201.191.21:4145,
"",,189.220.227.6:5678,
"",,190.2.153.31:9050,
"",,190.2.210.54:1080,
"",,190.2.210.123:5678,
"",,190.2.210.126:5678,
"",,190.4.0.246:53916,
"",,190.4.204.163:4145,
"",,190.4.205.226:4153,
"",,190.11.116.49:4153,
"",,190.12.5.21:4153,
"",,190.12.95.170:37209,
"",,190.13.84.218:4145,
"",,190.13.136.85:4153,
"",,190.14.32.209:5678,
"",,190.14.155.198:5678,
"",,190.14.224.244:3629,
"",,190.14.229.242:5678,
"",,190.15.247.190:5678,
"",,190.15.252.205:3629,
"",,190.16.138.79:4153,
"",,190.29.102.181:4153,
"",,190.53.44.10:5678,
"",,190.53.46.11:38525,
"",,190.55.254.234:4153,
"",,190.61.61.70:5678,
"",,190.63.174.18:5678,
"",,190.85.34.203:3629,
"",,190.85.212.170:5678,
"",,190.89.89.157:4153,
"",,190.92.72.242:5678,
"",,190.94.252.254:5678,
"",,190.96.97.202:4153,
"",,190.99.112.94:5678,
"",,190.103.240.4:4153,
"",,190.103.240.57:4153,
"",,190.104.26.227:33638,
"",,190.106.203.86:5678,
"",,190.107.130.164:5678,
"",,190.108.81.140:59311,
"",,190.108.93.135:4145,
"",,190.109.2.90:4145,
"",,190.109.72.224:33633,
"",,190.109.72.227:33633,
"",,190.109.72.228:33633,
"",,190.109.72.229:33633,
"",,190.109.72.234:33633,
"",,190.109.72.244:33633,
"",,190.109.72.247:33633,
"",,190.109.72.248:33633,
"",,190.109.72.249:33633,
"",,190.109.72.250:33633,
"",,190.109.72.252:33633,
"",,190.109.74.1:33633,
"",,190.110.165.124:5678,
"",,190.110.180.136:4153,
"",,190.110.183.21:4153,
"",,190.111.248.194:4153,
"",,190.111.255.184:4145,
"",,190.116.175.90:5678,
"",,190.116.175.91:5678,
"",,190.116.175.92:5678,
"",,190.116.175.94:5678,
"",,190.119.167.11:5678,
"",,190.119.235.210:4153,
"",,190.120.248.33:4145,
"",,190.120.252.113:4145,
"",,190.128.212.230:4153,
"",,190.140.31.195:9900,
"",,190.144.167.178:5678,
"",,190.144.224.182:44550,
"",,190.146.60.76:5678,
"",,190.152.151.110:4673,
"",,190.153.253.5:4145,
"",,190.158.115.126:5678,
"",,190.180.35.150:5678,
"",,190.181.140.90:5678,
"",,190.182.88.214:30956,
"",,190.182.88.242:30619,
"",,190.182.229.11:5678,
"",,190.184.144.222:5678,
"",,190.184.225.204:1080,
"",,190.184.229.116:1080,
"",,190.186.56.242:5678,
"",,190.188.244.23:5678,
"",,190.196.20.166:44907,
"",,190.205.32.146:5678,
"",,190.205.42.42:1080,
"",,190.205.42.44:1080,
"",,190.205.100.129:5678,
"",,190.214.27.46:8080,
"",,190.216.56.1:4153,
"",,190.216.56.177:4153,
"",,190.220.1.173:35376,
"",,190.221.152.130:56142,
"",,190.226.241.66:3629,
"",,190.226.241.76:3629,
"",,190.228.134.14:4153,
"",,190.249.169.153:3629,
"",,190.253.241.254:5678,
"",,191.0.67.227:3629,
"",,191.6.133.21:4145,
"",,191.6.135.94:4145,
"",,191.7.85.206:4145,
"",,191.7.208.101:31576,
"",,191.7.208.103:31576,
"",,191.37.148.181:4145,
"",,191.37.181.103:4145,
"",,191.97.2.198:5678,
"",,191.98.196.15:5678,
"",,191.102.82.83:4153,
"",,191.183.77.33:5678,
"",,191.209.21.52:31337,
"",,191.241.145.111:4153,
"",,191.242.116.246:4145,
"",,191.243.37.247:5678,
"",,191.243.56.146:4153,
"",,191.243.72.34:4145,
"",,191.253.198.205:5678,
"",,192.12.113.234:4145,
"",,192.12.113.236:4145,
"",,192.12.113.241:4145,
"",,192.12.113.245:4145,
"",,192.82.64.123:5678,
"",,192.99.38.64:1081,
"",,192.111.129.145:16894,
"",,192.111.130.2:4145,
"",,192.111.130.5:17002,
"",,192.111.135.17:18302,
"",,192.111.135.18:18301,
"",,192.111.137.34:18765,
"",,192.111.137.35:4145,
"",,192.111.137.37:18762,
"",,192.111.138.29:4145,
"",,192.111.139.162:4145,
"",,192.111.139.163:19404,
"",,192.111.139.165:4145,
"",,192.139.192.29:4153,
"",,192.140.42.81:47277,
"",,192.140.42.83:59057,
"",,192.141.232.12:33998,
"",,192.141.236.10:5678,
"",,192.145.205.74:4145,
"",,192.158.15.201:60684,
"",,192.159.39.30:3629,
"",,192.162.84.208:57582,
"",,192.162.154.19:5678,
"",,192.162.160.64:5678,
"",,192.162.193.243:54313,
"",,192.166.255.200:4145,
"",,192.171.119.166:53149,
"",,192.252.208.67:14287,
"",,192.252.208.70:14282,
"",,192.252.209.155:14455,
"",,192.252.211.197:14921,
"",,192.252.214.20:15864,
"",,192.252.215.5:16137,
"",,192.252.220.92:17328,
"",,193.8.87.57:4444,
"",,193.29.63.45:57299,
"",,193.29.187.226:9050,
"",,193.34.161.137:44436,
"",,193.59.26.11:4153,
"",,193.84.184.25:5678,
"",,193.106.58.51:4153,
"",,193.106.130.35:5678,
"",,193.106.231.145:4145,
"",,193.107.252.117:5678,
"",,193.110.115.220:3128,
"",,193.151.214.86:3629,
"",,193.158.12.138:4153,
"",,193.162.105.112:5678,
"",,193.163.116.29:1080,
"",,193.193.240.34:48785,
"",,193.217.8.145:5678,
"",,193.228.161.10:4153,
"",,193.239.101.11:44712,
"",,193.243.208.169:5678,
"",,194.8.145.174:5678,
"",,194.12.124.188:3629,
"",,194.28.56.49:3629,
"",,194.28.91.10:5678,
"",,194.29.187.184:13567,
"",,194.31.33.50:1080,
"",,194.38.3.242:5678,
"",,194.44.74.118:1080,
"",,194.44.104.242:31280,
"",,194.44.193.135:5678,
"",,194.85.135.243:4145,
"",,194.226.164.214:1080,
"",,194.228.84.10:4145,
"",,195.9.21.26:5002,
"",,195.16.78.236:1080,
"",,195.20.194.77:5678,
"",,195.49.151.180:3629,
"",,195.64.235.233:4153,
"",,195.78.100.162:3629,
"",,195.120.78.30:5678,
"",,195.123.220.212:40031,
"",,195.135.242.141:8081,
"",,195.138.73.54:31145,
"",,195.140.226.32:5678,
"",,195.149.98.30:56897,
"",,195.158.223.133:4153,
"",,195.168.91.238:4153,
"",,195.175.87.14:4153,
"",,195.201.115.230:8118,
"",,195.206.34.215:40674,
"",,195.210.172.46:58350,
"",,195.219.98.27:5678,
"",,195.222.107.85:4153,
"",,195.235.97.154:3000,
"",,196.0.28.4:5678,
"",,196.0.111.186:46048,
"",,196.0.113.10:31651,
"",,196.2.13.12:4153,
"",,196.3.97.71:5678,
"",,196.25.43.30:5678,
"",,196.25.175.30:5678,
"",,196.27.105.130:4153,
"",,196.41.46.242:5678,
"",,196.43.106.62:5678,
"",,196.50.7.11:4153,
"",,196.216.12.21:2420,
"",,197.156.101.253:5678,
"",,197.156.240.66:5678,
"",,197.157.219.169:48625,
"",,197.159.215.175:5678,
"",,197.210.217.66:34808,
"",,197.211.24.206:5678,
"",,197.214.10.30:5678,
"",,197.221.158.186:8080,
"",,197.231.196.44:37765,
"",,197.231.198.172:37765,
"",,197.232.43.224:1080,
"",,197.232.47.102:52567,
"",,197.232.253.210:5678,
"",,197.234.13.17:4145,
"",,197.234.13.58:4145,
"",,197.234.13.77:4145,
"",,197.235.12.130:4145,
"",,197.248.28.17:10801,
"",,197.248.249.147:5678,
"",,197.250.15.58:3043,
"",,197.250.15.87:5678,
"",,197.254.7.86:4145,
"",,197.255.50.70:5678,
"",,197.255.253.33:5678,
"",,197.255.254.149:5678,
"",,197.255.254.153:5678,
"",,197.255.255.126:10808,
"",,198.0.198.132:54321,
"",,198.8.94.170:4145,
"",,198.8.94.174:39078,
"",,198.89.91.42:5678,
"",,198.89.91.90:5678,
"",,198.186.192.83:9050,
"",,199.87.210.189:10601,
"",,200.0.247.82:4153,
"",,200.0.247.83:4153,
"",,200.0.247.84:4153,
"",,200.0.247.85:4153,
"",,200.0.247.86:4153,
"",,200.0.247.242:5678,
"",,200.2.196.42:5678,
"",,200.5.203.58:56142,
"",,200.6.175.10:59341,
"",,200.8.18.194:443,
"",,200.10.73.210:5678,
"",,200.24.255.93:49271,
"",,200.27.110.28:57702,
"",,200.27.110.29:57702,
"",,200.29.109.112:14888,
"",,200.29.176.174:4145,
"",,200.32.105.86:4153,
"",,200.34.215.1:4153,
"",,200.41.60.33:4153,
"",,200.41.148.2:12000,
"",,200.43.231.8:4153,
"",,200.43.231.9:4153,
"",,200.43.231.16:4153,
"",,200.46.30.210:4153,
"",,200.46.203.42:5678,
"",,200.48.129.124:31246,
"",,200.52.144.170:33865,
"",,200.55.25.15:5678,
"",,200.58.76.160:5678,
"",,200.58.77.188:1080,
"",,200.58.181.218:4153,
"",,200.58.212.19:14888,
"",,200.69.197.65:4153,
"",,200.69.252.33:4153,
"",,200.70.19.82:4153,
"",,200.70.19.83:4153,
"",,200.70.19.92:4153,
"",,200.70.34.22:4153,
"",,200.71.97.1:80,
"",,200.80.227.234:4145,
"",,200.81.144.13:1080,
"",,200.81.144.17:1080,
"",,200.81.144.253:1080,
"",,200.81.147.1:1080,
"",,200.85.52.170:5678,
"",,200.85.95.234:4153,
"",,200.91.160.111:4673,
"",,200.91.251.180:3629,
"",,200.105.71.114:5678,
"",,200.105.192.6:5678,
"",,200.106.202.255:5678,
"",,200.106.216.64:63253,
"",,200.108.196.108:4145,
"",,200.109.65.110:4153,
"",,200.109.66.90:4153,
"",,200.112.204.74:5678,
"",,200.115.157.211:4145,
"",,200.116.198.140:37092,
"",,200.116.198.160:58927,
"",,200.116.198.177:35184,
"",,200.116.226.210:57089,
"",,200.118.122.6:4153,
"",,200.125.44.242:4145,
"",,200.146.229.129:8291,
"",,200.148.157.3:4153,
"",,200.159.146.184:4153,
"",,200.163.135.52:4153,
"",,200.167.187.243:5678,
"",,200.167.187.244:5678,
"",,200.170.196.94:1080,
"",,200.174.228.183:4153,
"",,200.181.51.41:5678,
"",,200.192.236.242:1080,
"",,200.199.195.138:4145,
"",,200.218.240.9:5678,
"",,200.218.247.245:5678,
"",,200.220.202.1:4145,
"",,200.223.164.210:4153,
"",,200.231.188.18:4153,
"",,200.237.142.238:4145,
"",,200.242.159.130:4153,
"",,201.18.91.34:4153,
"",,201.20.104.134:5678,
"",,201.33.38.94:4145,
"",,201.33.161.236:4153,
"",,201.33.161.238:4153,
"",,201.46.29.115:5678,
"",,201.46.101.197:5678,
"",,201.48.62.65:4145,
"",,201.65.121.66:4145,
"",,201.76.9.26:4145,
"",,201.90.171.253:4153,
"",,201.91.83.43:3629,
"",,201.93.159.234:4145,
"",,201.120.27.15:4153,
"",,201.139.127.6:1080,
"",,201.140.116.170:4153,
"",,201.140.238.230:5678,
"",,201.140.238.231:5678,
"",,201.158.10.64:5678,
"",,201.158.120.44:45504,
"",,201.159.15.133:5678,
"",,201.159.103.97:31337,
"",,201.174.73.70:11337,
"",,201.182.188.232:4153,
"",,201.184.75.210:4145,
"",,201.184.135.155:4145,
"",,201.184.152.138:44742,
"",,201.184.155.20:5678,
"",,201.184.230.34:5678,
"",,201.184.239.74:5678,
"",,201.206.141.102:6969,
"",,201.217.51.9:4145,
"",,201.219.156.18:5678,
"",,201.219.217.70:31337,
"",,201.221.134.74:5678,
"",,201.221.157.162:5678,
"",,201.234.24.1:4153,
"",,201.236.177.242:5373,
"",,201.236.203.180:4153,
"",,201.251.63.208:49271,
"",,201.251.90.177:3629,
"",,201.251.155.249:5678,
"",,202.4.106.74:5678,
"",,202.4.107.70:5678,
"",,202.5.36.133:5678,
"",,202.5.36.215:4145,
"",,202.5.54.70:4145,
"",,202.6.224.50:1080,
"",,202.6.224.52:1080,
"",,202.7.55.241:5678,
"",,202.8.73.206:5678,
"",,202.21.103.6:5678,
"",,202.21.113.86:4153,
"",,202.21.114.134:4153,
"",,202.21.115.94:44574,
"",,202.21.115.202:4153,
"",,202.29.218.138:4153,
"",,202.29.220.202:61507,
"",,202.29.226.134:32241,
"",,202.29.231.46:61507,
"",,202.29.245.46:32241,
"",,202.40.177.94:5678,
"",,202.40.181.132:5678,
"",,202.40.186.157:4145,
"",,202.40.188.94:55103,
"",,202.40.188.201:4145,
"",,202.43.73.121:4145,
"",,202.43.191.10:5430,
"",,202.43.191.14:5430,
"",,202.44.224.243:4153,
"",,202.50.53.32:5678,
"",,202.51.103.154:5678,
"",,202.51.178.57:5678,
"",,202.51.180.51:5678,
"",,202.53.172.76:5678,
"",,202.53.174.22:1080,
"",,202.55.175.237:1080,
"",,202.56.164.174:5678,
"",,202.57.37.197:59404,
"",,202.57.46.140:4145,
"",,202.57.55.242:45112,
"",,202.58.199.229:5678,
"",,202.59.133.62:5678,
"",,202.59.173.204:1080,
"",,202.62.42.218:5678,
"",,202.62.47.190:4153,
"",,202.69.38.42:5678,
"",,202.70.68.149:1088,
"",,202.70.84.201:4153,
"",,202.72.209.3:44550,
"",,202.75.97.82:47009,
"",,202.75.101.82:5678,
"",,202.75.105.150:5678,
"",,202.75.109.142:5678,
"",,202.79.40.97:36953,
"",,202.84.46.107:4153,
"",,202.85.197.139:80,
"",,202.91.186.129:4145,
"",,202.93.228.13:4153,
"",,202.123.180.93:5678,
"",,202.123.183.14:5678,
"",,202.123.183.66:5678,
"",,202.124.43.174:4145,
"",,202.124.43.252:4145,
"",,202.131.233.187:5678,
"",,202.131.235.138:4153,
"",,202.131.246.250:5678,
"",,202.131.248.107:1080,
"",,202.133.0.37:4153,
"",,202.133.2.214:4153,
"",,202.133.4.53:4153,
"",,202.133.5.194:4153,
"",,202.137.141.26:5678,
"",,202.137.141.183:5678,
"",,202.141.226.124:48644,
"",,202.141.233.166:4673,
"",,202.142.159.204:31026,
"",,202.145.11.217:5678,
"",,202.148.12.90:51302,
"",,202.150.151.138:5678,
"",,202.150.164.146:5678,
"",,202.151.163.10:1080,
"",,202.153.91.165:1080,
"",,202.154.180.53:57730,
"",,202.158.49.138:39172,
"",,202.158.49.142:39172,
"",,202.159.30.81:443,
"",,202.159.35.105:443,
"",,202.159.35.113:443,
"",,202.159.60.65:443,
"",,202.159.60.113:443,
"",,202.159.60.145:443,
"",,202.159.107.209:443,
"",,202.162.219.12:1080,
"",,202.164.194.10:4145,
"",,202.165.38.17:5678,
"",,202.165.38.61:5678,
"",,202.165.39.42:5678,
"",,202.165.40.29:5678,
"",,202.165.47.49:5678,
"",,202.165.233.14:5678,
"",,202.166.206.59:5678,
"",,202.169.35.90:4145,
"",,202.169.246.55:4145,
"",,202.179.184.38:5430,
"",,202.179.184.42:5430,
"",,202.179.184.43:5430,
"",,202.180.20.114:1080,
"",,202.183.6.162:5678,
"",,202.183.9.154:5678,
"",,202.183.18.90:5678,
"",,202.183.18.98:5678,
"",,202.183.18.130:5678,
"",,202.183.23.202:5678,
"",,202.183.23.242:5678,
"",,202.183.24.82:5678,
"",,202.183.24.142:5678,
"",,202.183.155.242:4153,
"",,203.76.103.57:4145,
"",,203.76.103.62:4145,
"",,203.76.112.68:5678,
"",,203.77.237.62:4153,
"",,203.77.239.201:4153,
"",,203.77.240.76:4145,
"",,203.81.87.186:5678,
"",,203.81.95.70:4153,
"",,203.82.41.74:5678,
"",,203.83.175.18:5678,
"",,203.88.139.66:4153,
"",,203.95.220.33:4153,
"",,203.98.76.64:5678,
"",,203.109.200.68:5678,
"",,203.113.117.48:4153,
"",,203.115.123.163:9999,
"",,203.124.53.122:5678,
"",,203.128.67.130:4145,
"",,203.128.83.170:4153,
"",,203.142.83.42:4153,
"",,203.142.83.43:4153,
"",,203.150.132.42:14153,
"",,203.150.136.34:3629,
"",,203.153.113.238:5678,
"",,203.154.111.150:54194,
"",,203.154.232.25:4153,
"",,203.170.75.14:4153,
"",,203.176.134.228:4153,
"",,203.189.152.216:5678,
"",,203.189.154.151:1080,
"",,203.190.149.143:1080,
"",,203.194.103.30:5678,
"",,203.202.253.186:58309,
"",,203.205.29.108:5678,
"",,203.205.34.58:5678,
"",,203.210.84.198:1080,
"",,203.215.181.219:36342,
"",,203.215.181.220:36342,
"",,203.215.181.221:36342,
"",,203.215.181.222:36342,
"",,204.10.182.34:39593,
"",,204.199.73.100:5678,
"",,204.199.122.186:1080,
"",,204.199.122.187:1080,
"",,204.199.122.189:1080,
"",,205.164.66.7:4153,
"",,205.177.85.130:39593,
"",,205.177.85.134:39593,
"",,206.42.36.67:4153,
"",,206.42.40.0:5678,
"",,207.180.193.106:9100,
"",,208.102.51.6:58208,
"",,209.13.96.163:39921,
"",,209.13.96.171:39921,
"",,209.198.43.57:5678,
"",,209.240.50.56:39593,
"",,210.2.131.196:5678,
"",,210.48.139.226:4145,
"",,210.56.244.134:4145,
"",,210.56.244.210:4145,
"",,210.56.245.10:4145,
"",,210.56.245.94:4145,
"",,210.86.173.42:4153,
"",,210.221.124.147:1080,
"",,210.245.51.76:4145,
"",,210.245.52.62:5678,
"",,211.21.125.32:4153,
"",,211.103.138.117:8000,
"",,212.3.105.11:4145,
"",,212.3.109.7:4145,
"",,212.3.146.80:3629,
"",,212.31.100.138:4153,
"",,212.33.240.140:4145,
"",,212.34.239.253:1080,
"",,212.39.114.139:5678,
"",,212.42.99.22:4145,
"",,212.42.116.161:8080,
"",,212.50.19.150:4153,
"",,212.50.60.231:5678,
"",,212.69.12.41:1080,
"",,212.69.12.97:1080,
"",,212.102.103.133:4153,
"",,212.102.103.134:4153,
"",,212.115.232.79:10800,
"",,212.115.248.78:5451,
"",,212.119.190.214:1090,
"",,212.126.5.242:42344,
"",,212.126.5.245:42344,
"",,212.126.5.246:42344,
"",,212.126.108.181:5678,
"",,212.152.35.236:3629,
"",,212.156.86.130:4145,
"",,212.175.191.174:4153,
"",,212.200.89.10:4153,
"",,212.200.89.11:4153,
"",,212.200.118.254:4153,
"",,212.200.160.106:5678,
"",,212.200.161.241:5678,
"",,212.225.227.97:4153,
"",,213.6.33.110:4145,
"",,213.6.36.146:5678,
"",,213.6.38.50:59422,
"",,213.6.66.66:48687,
"",,213.6.68.94:5678,
"",,213.6.68.210:4145,
"",,213.6.144.78:4153,
"",,213.6.145.33:4153,
"",,213.6.210.50:4153,
"",,213.6.227.38:34081,
"",,213.7.196.26:4153,
"",,213.7.203.58:4145,
"",,213.16.81.182:35559,
"",,213.19.205.18:54321,
"",,213.21.56.20:4153,
"",,213.74.58.52:5678,
"",,213.91.128.99:10801,
"",,213.97.98.89:4153,
"",,213.135.12.27:5678,
"",,213.145.137.102:37447,
"",,213.149.137.24:4153,
"",,213.163.126.100:5678,
"",,213.165.160.251:5678,
"",,213.172.89.227:4153,
"",,213.174.0.72:1080,
"",,213.210.67.186:3629,
"",,213.217.54.91:5678,
"",,213.222.34.200:53281,
"",,213.226.11.149:59086,
"",,213.226.16.46:51372,
"",,213.230.111.76:4145,
"",,213.243.216.201:4153,
"",,213.243.216.203:4153,
"",,213.243.216.204:4153,
"",,213.243.216.205:4153,
"",,213.250.198.66:4145,
"",,216.105.130.33:39593,
"",,216.105.151.126:39593,
"",,216.127.113.58:5678,
"",,216.154.201.132:54321,
"",,216.169.73.65:34679,
"",,216.215.125.178:48324,
"",,216.215.125.182:48324,
"",,216.215.126.106:48324,
"",,216.222.162.3:39593,
"",,217.11.180.168:5678,
"",,217.12.201.56:8085,
"",,217.27.149.190:4153,
"",,217.78.61.96:5678,
"",,217.78.61.131:5678,
"",,217.115.213.186:4145,
"",,217.117.138.150:3629,
"",,217.117.142.25:3629,
"",,217.128.251.209:6789,
"",,217.145.199.112:56284,
"",,217.218.233.164:1080,
"",,218.1.142.93:57114,
"",,218.1.142.159:57114,
"",,218.19.140.51:5678,
"",,218.24.16.198:36180,
"",,218.26.101.226:53813,
"",,218.60.2.245:1080,
"",,218.75.69.50:56430,
"",,218.86.87.171:31661,
"",,218.106.166.114:4145,
"",,218.185.242.117:9050,
"",,218.252.244.104:80,
"",,218.253.141.178:8080,
"",,220.116.226.105:80,
"",,220.132.115.147:4145,
"",,220.135.2.247:59171,
"",,220.168.52.245:43718,
"",,220.174.210.128:4145,
"",,220.196.56.47:1080,
"",,220.247.174.42:5678,
"",,221.4.161.201:51080,
"",,221.4.241.198:9091,
"",,221.7.159.227:51080,
"",,221.121.12.238:47012,
"",,221.133.2.26:4153,
"",,221.133.9.35:4004,
"",,221.168.32.66:9050,
"",,221.181.174.14:4153,
"",,221.181.174.15:4153,
"",,221.224.213.155:1080,
"",,221.224.213.156:1080,
"",,221.224.213.158:1080,
"",,222.70.178.4:4145,
"",,222.83.251.211:4145,
"",,222.92.207.102:40086,
"",,222.111.184.59:80,
"",,222.124.34.196:5678,
"",,222.124.130.196:4145,
"",,222.124.130.197:4145,
"",,222.127.137.148:5678,
"",,222.127.137.149:5678,
"",,222.165.215.117:52667,
"",,222.165.223.140:41541,
"",,222.165.226.221:3629,
"",,222.165.234.147:52667,
"",,222.165.234.242:41541,
"",,222.252.21.100:5678,
"",,223.25.14.66:4145,
"",,223.25.101.86:5678,
"",,223.25.101.242:53150,
"",,223.96.90.216:8085,
"",,223.165.243.161:47205,
